incident_id,project_id,employee_id,incident_type,severity,root_cause,status,reported_date,resolution_hours,sla_limit_hours,sla_breach,escalation_status,impacted_system,customer_impact,incident_priority
13071,539,1119,Backup Failure,High,Cloud Region Failure,In Progress,2026-02-28,30,8,Yes,Escalated,Analytics Platform,Low,P2
13072,512,1070,Security Incident,High,Expired Certificate,Escalated,2025-10-27,13,8,Yes,Escalated,CRM,High,P2
13073,528,1149,Security Incident,High,Security Attack,Escalated,2025-07-04,19,8,Yes,Escalated,Payment_Gateway,Medium,P2
13074,546,1021,Backup Failure,Critical,Third-Party Service Failure,In Progress,2025-07-25,39,4,Yes,Escalated,ERP,High,P1
13075,502,1181,Third-Party Vendor Outage,Medium,Failed Deployment,Resolved,2026-02-24,23,24,No,Normal,CRM,Low,P3
13076,528,1138,Production Deployment Failure,Medium,Human Error,Escalated,2026-01-22,62,24,Yes,Normal,CRM,Low,P3
13077,517,1027,Backup Failure,Low,Failed Deployment,Open,2026-05-23,22,48,No,Normal,Payment_Gateway,High,P4
13078,521,1108,Cloud Service Outage,Low,Code Defect,Open,2026-05-12,5,48,No,Normal,Payment_Gateway,Low,P4
13079,528,1104,ETL/Data Pipeline Failure,Medium,Security Attack,Escalated,2026-03-25,46,24,Yes,Normal,Payment_Gateway,High,P3
13080,505,1044,Network Connectivity Issue,High,Cloud Region Failure,In Progress,2026-04-10,22,8,Yes,Escalated,Analytics Platform,High,P2
13081,511,1162,Application Outage,High,Cloud Region Failure,In Progress,2025-10-24,59,8,Yes,Escalated,HRMS,High,P2
13082,520,1141,Database Failure,Medium,Failed Deployment,Open,2026-01-15,16,24,No,Normal,Payment_Gateway,Medium,P3
13083,503,1172,Third-Party Vendor Outage,Critical,Third-Party Service Failure,Escalated,2025-12-29,34,4,Yes,Escalated,Analytics Platform,Medium,P4
13084,522,1020,ETL/Data Pipeline Failure,Critical,Failed Deployment,Escalated,2025-10-29,65,4,Yes,Escalated,Analytics Platform,Low,P4
13085,512,1043,Third-Party Vendor Outage,High,Server Resource Exhaustion,Escalated,2025-10-28,39,8,Yes,Escalated,ERP,High,P2
13086,534,1158,Authentication Failure,Medium,Network Congestion,Open,2025-09-03,1,24,No,Normal,HRMS,Low,P3
13087,549,1127,Application Outage,Low,Capacity Overload,Resolved,2025-09-24,23,48,No,Normal,HRMS,High,P4
13088,549,1103,Backup Failure,Medium,Database Lock/Deadlock,Escalated,2025-12-24,59,24,Yes,Normal,ERP,High,P3
13089,544,1044,Network Connectivity Issue,Critical,Cloud Region Failure,In Progress,2025-09-16,39,4,Yes,Escalated,HRMS,Low,P4
13090,511,1106,Production Deployment Failure,Low,Database Lock/Deadlock,Escalated,2026-03-02,54,48,Yes,Normal,Analytics Platform,Medium,P4
13091,524,1027,ETL/Data Pipeline Failure,Low,Database Lock/Deadlock,Open,2026-01-20,13,48,No,Normal,CRM,Low,P4
13092,504,1152,Network Connectivity Issue,Low,Code Defect,Escalated,2025-12-27,69,48,Yes,Normal,Analytics Platform,Low,P4
13093,534,1055,Application Outage,High,Code Defect,In Progress,2025-08-29,15,8,Yes,Escalated,ERP,High,P2
13094,522,1160,Application Outage,Low,Expired Certificate,In Progress,2025-11-26,63,48,Yes,Normal,CRM,Low,P4
13095,527,1073,Cloud Service Outage,Critical,Expired Certificate,Escalated,2025-10-30,68,4,Yes,Escalated,HRMS,Medium,P4
13096,510,1192,Authentication Failure,Critical,Network Congestion,In Progress,2026-04-24,48,4,Yes,Escalated,HRMS,High,P1
13097,540,1066,API Failure,Critical,Database Lock/Deadlock,In Progress,2026-02-15,55,4,Yes,Escalated,Analytics Platform,High,P1
13098,541,1084,Server Performance Degradation,High,Third-Party Service Failure,In Progress,2026-01-19,18,8,Yes,Escalated,HRMS,Medium,P2
13099,507,1021,Cloud Service Outage,Medium,Failed Deployment,In Progress,2026-05-14,66,24,Yes,Normal,CRM,Low,P3
13100,503,1186,Security Incident,Medium,Security Attack,In Progress,2025-09-15,60,24,Yes,Normal,Analytics Platform,Medium,P3
13101,531,1097,Server Performance Degradation,Medium,Server Resource Exhaustion,Resolved,2025-11-19,9,24,No,Normal,Payment_Gateway,High,P3
13102,540,1193,Third-Party Vendor Outage,High,Database Lock/Deadlock,In Progress,2025-10-04,17,8,Yes,Escalated,HRMS,Low,P2
13103,535,1092,API Failure,Medium,Database Lock/Deadlock,Resolved,2026-05-02,9,24,No,Normal,CRM,Medium,P3
13104,548,1031,Application Outage,Low,Database Lock/Deadlock,In Progress,2026-01-28,67,48,Yes,Normal,ERP,High,P4
13105,518,1181,Server Performance Degradation,Low,Third-Party Service Failure,Resolved,2026-05-09,19,48,No,Normal,CRM,High,P4
13106,540,1005,API Failure,Low,Third-Party Service Failure,Resolved,2025-06-17,21,48,No,Normal,CRM,High,P4
13107,538,1136,Production Deployment Failure,Low,Configuration Error,Escalated,2025-09-01,52,48,Yes,Normal,Payment_Gateway,Medium,P4
13108,527,1094,Third-Party Vendor Outage,High,Failed Deployment,Escalated,2025-09-04,49,8,Yes,Escalated,CRM,Medium,P2
13109,541,1075,Third-Party Vendor Outage,Medium,Cloud Region Failure,Open,2025-07-30,6,24,No,Normal,Analytics Platform,Low,P3
13110,540,1088,Application Outage,Medium,Capacity Overload,Resolved,2025-07-02,4,24,No,Normal,HRMS,High,P3
13111,527,1059,Security Incident,Low,Human Error,Escalated,2025-09-26,70,48,Yes,Normal,HRMS,High,P4
13112,517,1115,API Failure,Low,Cloud Region Failure,Escalated,2025-07-05,66,48,Yes,Normal,CRM,High,P4
13113,538,1107,Cloud Service Outage,High,Third-Party Service Failure,Escalated,2025-12-11,15,8,Yes,Escalated,Payment_Gateway,High,P2
13114,505,1065,Authentication Failure,Critical,Cloud Region Failure,In Progress,2025-08-16,28,4,Yes,Escalated,Payment_Gateway,Low,P4
13115,532,1067,API Failure,Low,Security Attack,In Progress,2026-04-05,53,48,Yes,Normal,Payment_Gateway,Medium,P4
13116,537,1110,Security Incident,High,Server Resource Exhaustion,Escalated,2026-05-23,30,8,Yes,Escalated,ERP,Medium,P2
13117,540,1025,API Failure,High,Configuration Error,Escalated,2026-04-06,36,8,Yes,Escalated,Payment_Gateway,High,P2
13118,526,1186,Authentication Failure,High,Cloud Region Failure,Escalated,2025-10-04,10,8,Yes,Escalated,HRMS,Medium,P2
13119,530,1118,Server Performance Degradation,Critical,Third-Party Service Failure,In Progress,2025-10-08,69,4,Yes,Escalated,Payment_Gateway,High,P1
13120,504,1012,Server Performance Degradation,Low,Configuration Error,In Progress,2025-08-04,54,48,Yes,Normal,Payment_Gateway,Medium,P4
13121,541,1059,Database Failure,Low,Server Resource Exhaustion,Open,2026-04-01,47,48,No,Normal,Payment_Gateway,Low,P4
13122,533,1008,Production Deployment Failure,High,Code Defect,Escalated,2026-02-06,16,8,Yes,Escalated,Analytics Platform,High,P2
13123,535,1167,Production Deployment Failure,Low,Network Congestion,Open,2025-06-12,19,48,No,Normal,HRMS,High,P4
13124,508,1175,Database Failure,High,Network Congestion,In Progress,2026-03-14,51,8,Yes,Escalated,CRM,Low,P2
13125,533,1170,Security Incident,Low,Server Resource Exhaustion,Escalated,2025-10-20,55,48,Yes,Normal,ERP,Medium,P4
13126,528,1153,Cloud Service Outage,Medium,Capacity Overload,Escalated,2025-11-04,61,24,Yes,Normal,ERP,Low,P3
13127,527,1023,Database Failure,Medium,Cloud Region Failure,Resolved,2025-08-31,18,24,No,Normal,ERP,High,P3
13128,536,1099,Server Performance Degradation,Medium,Capacity Overload,Escalated,2026-05-03,47,24,Yes,Normal,ERP,Low,P3
13129,519,1032,Server Performance Degradation,Critical,Database Lock/Deadlock,In Progress,2026-05-31,27,4,Yes,Escalated,CRM,Low,P4
13130,521,1050,Database Failure,Critical,Network Congestion,Open,2025-10-11,3,4,No,Normal,HRMS,High,P1
13131,526,1076,Database Failure,Low,Database Lock/Deadlock,Resolved,2025-12-06,36,48,No,Normal,HRMS,Medium,P4
13132,505,1143,Database Failure,Critical,Server Resource Exhaustion,Escalated,2026-02-24,35,4,Yes,Escalated,Payment_Gateway,Low,P4
13133,539,1102,ETL/Data Pipeline Failure,High,Security Attack,Resolved,2025-12-03,5,8,No,Normal,Payment_Gateway,Low,P2
13134,508,1091,Cloud Service Outage,High,Third-Party Service Failure,In Progress,2025-06-12,26,8,Yes,Escalated,Payment_Gateway,Low,P2
13135,505,1157,Authentication Failure,Critical,Failed Deployment,In Progress,2026-04-05,19,4,Yes,Escalated,HRMS,Low,P4
13136,547,1168,Application Outage,Low,Database Lock/Deadlock,Escalated,2026-01-18,52,48,Yes,Normal,Analytics Platform,High,P4
13137,537,1177,Cloud Service Outage,Critical,Human Error,In Progress,2025-12-20,52,4,Yes,Escalated,ERP,High,P1
13138,506,1174,Production Deployment Failure,Medium,Network Congestion,Escalated,2026-05-25,46,24,Yes,Normal,Payment_Gateway,Medium,P3
13139,531,1161,Network Connectivity Issue,Low,Failed Deployment,Escalated,2025-10-18,54,48,Yes,Normal,CRM,Low,P4
13140,510,1140,Security Incident,Critical,Server Resource Exhaustion,In Progress,2026-05-09,65,4,Yes,Escalated,HRMS,Low,P4
13141,508,1148,Production Deployment Failure,Low,Capacity Overload,Resolved,2025-08-20,46,48,No,Normal,CRM,Medium,P4
13142,531,1197,Application Outage,Low,Expired Certificate,In Progress,2026-01-05,52,48,Yes,Normal,ERP,Medium,P4
13143,523,1155,Server Performance Degradation,Medium,Third-Party Service Failure,Escalated,2026-04-26,62,24,Yes,Normal,Payment_Gateway,Medium,P3
13144,510,1057,ETL/Data Pipeline Failure,Low,Security Attack,Resolved,2026-03-01,12,48,No,Normal,Payment_Gateway,Medium,P4
13145,536,1119,Server Performance Degradation,High,Third-Party Service Failure,Escalated,2025-09-04,55,8,Yes,Escalated,ERP,Medium,P2
13146,526,1125,Backup Failure,Medium,Security Attack,In Progress,2026-04-01,48,24,Yes,Normal,Payment_Gateway,High,P3
13147,541,1041,Third-Party Vendor Outage,Low,Network Congestion,Resolved,2026-01-12,39,48,No,Normal,Analytics Platform,High,P4
13148,513,1132,Network Connectivity Issue,Medium,Database Lock/Deadlock,In Progress,2026-01-26,63,24,Yes,Normal,HRMS,Low,P3
13149,537,1194,ETL/Data Pipeline Failure,High,Cloud Region Failure,Escalated,2025-09-22,43,8,Yes,Escalated,Analytics Platform,Medium,P2
13150,521,1153,Network Connectivity Issue,Medium,Configuration Error,In Progress,2026-02-24,69,24,Yes,Normal,ERP,Medium,P3
13151,541,1198,Server Performance Degradation,Low,Database Lock/Deadlock,Open,2025-06-23,47,48,No,Normal,HRMS,Medium,P4
13152,504,1032,Authentication Failure,Low,Expired Certificate,Resolved,2026-01-30,13,48,No,Normal,ERP,Low,P4
13153,526,1024,API Failure,High,Database Lock/Deadlock,In Progress,2025-07-20,15,8,Yes,Escalated,CRM,Medium,P2
13154,523,1070,Third-Party Vendor Outage,Critical,Failed Deployment,Escalated,2025-12-03,15,4,Yes,Escalated,HRMS,Medium,P4
13155,533,1134,API Failure,Medium,Expired Certificate,In Progress,2025-08-19,30,24,Yes,Normal,CRM,Low,P3
13156,525,1128,Third-Party Vendor Outage,High,Failed Deployment,Escalated,2026-01-01,22,8,Yes,Escalated,CRM,High,P2
13157,510,1008,Application Outage,Low,Network Congestion,Resolved,2025-08-08,35,48,No,Normal,HRMS,High,P4
13158,515,1017,Production Deployment Failure,Medium,Code Defect,Escalated,2025-10-28,35,24,Yes,Normal,HRMS,Medium,P3
13159,535,1085,Third-Party Vendor Outage,High,Failed Deployment,Escalated,2025-06-23,13,8,Yes,Escalated,CRM,High,P2
13160,528,1064,Backup Failure,Medium,Database Lock/Deadlock,Escalated,2026-02-08,52,24,Yes,Normal,ERP,Medium,P3
13161,537,1123,Cloud Service Outage,Medium,Database Lock/Deadlock,In Progress,2025-10-22,45,24,Yes,Normal,Payment_Gateway,Low,P3
13162,513,1102,Security Incident,Critical,Security Attack,Escalated,2026-03-18,53,4,Yes,Escalated,Payment_Gateway,Low,P4
13163,506,1091,Server Performance Degradation,Medium,Expired Certificate,Escalated,2026-02-19,30,24,Yes,Normal,Analytics Platform,Medium,P3
13164,507,1200,ETL/Data Pipeline Failure,Medium,Database Lock/Deadlock,Escalated,2026-03-05,30,24,Yes,Normal,HRMS,Low,P3
13165,515,1006,Server Performance Degradation,Low,Failed Deployment,Escalated,2026-03-14,63,48,Yes,Normal,CRM,Low,P4
13166,543,1090,Database Failure,Low,Third-Party Service Failure,Open,2026-05-29,34,48,No,Normal,ERP,Medium,P4
13167,510,1075,Database Failure,High,Code Defect,Resolved,2026-01-10,5,8,No,Normal,ERP,High,P2
13168,502,1198,Cloud Service Outage,High,Cloud Region Failure,In Progress,2025-06-22,59,8,Yes,Escalated,HRMS,Medium,P2
13169,538,1109,Cloud Service Outage,Critical,Server Resource Exhaustion,In Progress,2025-09-25,11,4,Yes,Escalated,HRMS,Medium,P4
13170,549,1052,ETL/Data Pipeline Failure,Medium,Third-Party Service Failure,In Progress,2025-09-22,48,24,Yes,Normal,ERP,High,P3
13171,547,1152,Backup Failure,Critical,Third-Party Service Failure,In Progress,2025-10-14,41,4,Yes,Escalated,Analytics Platform,High,P1
13172,530,1198,Network Connectivity Issue,Critical,Configuration Error,Escalated,2026-01-06,5,4,Yes,Escalated,HRMS,Low,P4
13173,509,1137,Authentication Failure,Critical,Capacity Overload,Escalated,2026-02-19,44,4,Yes,Escalated,Analytics Platform,Medium,P4
13174,510,1109,Production Deployment Failure,High,Human Error,Escalated,2025-08-03,43,8,Yes,Escalated,Analytics Platform,Low,P2
13175,537,1167,Authentication Failure,Medium,Security Attack,Open,2026-03-14,24,24,No,Normal,CRM,High,P3
13176,533,1151,Security Incident,Medium,Cloud Region Failure,Resolved,2025-11-12,24,24,No,Normal,Payment_Gateway,High,P3
13177,517,1091,Network Connectivity Issue,Critical,Network Congestion,In Progress,2025-12-20,47,4,Yes,Escalated,Payment_Gateway,High,P1
13178,517,1143,Database Failure,Low,Code Defect,Resolved,2025-10-03,6,48,No,Normal,ERP,Low,P4
13179,549,1047,Authentication Failure,Critical,Capacity Overload,Escalated,2026-05-06,9,4,Yes,Escalated,HRMS,High,P1
13180,526,1149,Production Deployment Failure,Low,Third-Party Service Failure,Resolved,2026-01-22,16,48,No,Normal,HRMS,High,P4
13181,541,1175,Production Deployment Failure,Critical,Third-Party Service Failure,Escalated,2026-05-17,51,4,Yes,Escalated,CRM,Medium,P4
13182,530,1143,Third-Party Vendor Outage,Medium,Failed Deployment,Escalated,2026-01-10,39,24,Yes,Normal,HRMS,High,P3
13183,543,1095,ETL/Data Pipeline Failure,Low,Third-Party Service Failure,In Progress,2026-04-20,69,48,Yes,Normal,Analytics Platform,High,P4
13184,526,1116,ETL/Data Pipeline Failure,Medium,Configuration Error,Escalated,2026-02-12,31,24,Yes,Normal,ERP,Low,P3
13185,548,1171,Application Outage,High,Capacity Overload,In Progress,2025-09-29,29,8,Yes,Escalated,ERP,High,P2
13186,522,1131,ETL/Data Pipeline Failure,Low,Network Congestion,Open,2026-05-15,21,48,No,Normal,HRMS,High,P4
13187,505,1061,Database Failure,Critical,Network Congestion,In Progress,2026-03-06,8,4,Yes,Escalated,Payment_Gateway,Medium,P4
13188,517,1130,Application Outage,Medium,Configuration Error,Escalated,2026-01-10,38,24,Yes,Normal,Analytics Platform,High,P3
13189,520,1169,Security Incident,Medium,Configuration Error,In Progress,2026-05-04,69,24,Yes,Normal,ERP,Medium,P3
13190,540,1076,Application Outage,High,Configuration Error,In Progress,2025-06-11,47,8,Yes,Escalated,ERP,High,P2
13191,528,1184,Cloud Service Outage,Low,Expired Certificate,Open,2025-08-07,27,48,No,Normal,CRM,Medium,P4
13192,547,1050,Authentication Failure,Low,Code Defect,Resolved,2026-02-14,32,48,No,Normal,CRM,High,P4
13193,502,1148,Backup Failure,High,Human Error,In Progress,2026-03-16,61,8,Yes,Escalated,ERP,High,P2
13194,535,1182,Cloud Service Outage,Low,Failed Deployment,In Progress,2025-09-27,56,48,Yes,Normal,ERP,Low,P4
13195,535,1048,API Failure,Medium,Human Error,Escalated,2025-12-02,70,24,Yes,Normal,Payment_Gateway,Low,P3
13196,533,1145,Third-Party Vendor Outage,Medium,Expired Certificate,Open,2025-07-06,17,24,No,Normal,CRM,High,P3
13197,539,1171,Application Outage,High,Configuration Error,Escalated,2025-11-27,41,8,Yes,Escalated,ERP,Medium,P2
13198,534,1082,Server Performance Degradation,Medium,Expired Certificate,In Progress,2026-03-08,48,24,Yes,Normal,Payment_Gateway,Low,P3
13199,501,1187,Production Deployment Failure,Medium,Human Error,In Progress,2025-10-25,32,24,Yes,Normal,CRM,High,P3
13200,519,1175,ETL/Data Pipeline Failure,Critical,Server Resource Exhaustion,In Progress,2026-05-09,25,4,Yes,Escalated,Payment_Gateway,Medium,P4
13201,503,1044,ETL/Data Pipeline Failure,Low,Code Defect,In Progress,2026-02-28,65,48,Yes,Normal,CRM,High,P4
13202,504,1039,Database Failure,Low,Cloud Region Failure,Escalated,2025-11-24,56,48,Yes,Normal,ERP,Medium,P4
13203,537,1156,Network Connectivity Issue,High,Code Defect,In Progress,2025-07-15,66,8,Yes,Escalated,Analytics Platform,Low,P2
13204,528,1055,API Failure,High,Security Attack,Escalated,2025-09-23,40,8,Yes,Escalated,CRM,Medium,P2
13205,526,1077,Application Outage,High,Human Error,Open,2025-10-17,5,8,No,Normal,Analytics Platform,High,P2
13206,539,1002,Network Connectivity Issue,Low,Configuration Error,Open,2025-12-23,46,48,No,Normal,ERP,Medium,P4
13207,532,1159,Authentication Failure,High,Code Defect,Open,2025-10-11,4,8,No,Normal,ERP,High,P2
13208,529,1071,Server Performance Degradation,Critical,Network Congestion,Escalated,2026-03-15,13,4,Yes,Escalated,Analytics Platform,Medium,P4
13209,515,1122,Authentication Failure,High,Network Congestion,Escalated,2025-10-31,10,8,Yes,Escalated,HRMS,High,P2
13210,530,1006,Server Performance Degradation,Medium,Third-Party Service Failure,Resolved,2025-12-29,4,24,No,Normal,Analytics Platform,Low,P3
13211,518,1108,Security Incident,Medium,Server Resource Exhaustion,In Progress,2026-02-27,37,24,Yes,Normal,Payment_Gateway,High,P3
13212,527,1117,Network Connectivity Issue,Medium,Code Defect,Escalated,2026-04-16,45,24,Yes,Normal,Payment_Gateway,Low,P3
13213,511,1146,Server Performance Degradation,Critical,Security Attack,In Progress,2025-06-13,25,4,Yes,Escalated,ERP,Medium,P4
13214,526,1110,Application Outage,Medium,Configuration Error,Resolved,2025-11-14,9,24,No,Normal,HRMS,High,P3
13215,527,1175,Authentication Failure,Critical,Cloud Region Failure,Escalated,2025-07-08,12,4,Yes,Escalated,HRMS,Low,P4
13216,523,1125,Production Deployment Failure,Medium,Code Defect,Escalated,2025-07-01,64,24,Yes,Normal,Payment_Gateway,High,P3
13217,515,1049,Cloud Service Outage,Medium,Cloud Region Failure,In Progress,2025-08-31,56,24,Yes,Normal,ERP,High,P3
13218,515,1131,Third-Party Vendor Outage,Critical,Expired Certificate,In Progress,2026-01-10,12,4,Yes,Escalated,Analytics Platform,High,P1
13219,539,1037,Third-Party Vendor Outage,Critical,Security Attack,Escalated,2026-03-31,52,4,Yes,Escalated,ERP,Medium,P4
13220,540,1196,Server Performance Degradation,High,Configuration Error,In Progress,2025-09-11,71,8,Yes,Escalated,Payment_Gateway,Medium,P2
13221,504,1174,Application Outage,Medium,Database Lock/Deadlock,In Progress,2026-01-09,65,24,Yes,Normal,HRMS,Medium,P3
13222,507,1130,Cloud Service Outage,Critical,Expired Certificate,Escalated,2026-05-29,35,4,Yes,Escalated,CRM,Medium,P4
13223,508,1048,API Failure,Medium,Database Lock/Deadlock,Open,2025-09-17,17,24,No,Normal,Payment_Gateway,Medium,P3
13224,537,1117,ETL/Data Pipeline Failure,Medium,Configuration Error,Escalated,2025-10-17,52,24,Yes,Normal,ERP,Medium,P3
13225,528,1003,Security Incident,High,Network Congestion,In Progress,2025-07-27,9,8,Yes,Escalated,Payment_Gateway,Low,P2
13226,529,1196,Third-Party Vendor Outage,Medium,Server Resource Exhaustion,Escalated,2025-09-09,58,24,Yes,Normal,ERP,Medium,P3
13227,526,1005,Authentication Failure,Medium,Third-Party Service Failure,Escalated,2025-11-07,44,24,Yes,Normal,Payment_Gateway,Medium,P3
13228,541,1124,Server Performance Degradation,Low,Network Congestion,Escalated,2026-05-30,49,48,Yes,Normal,CRM,High,P4
13229,550,1058,Network Connectivity Issue,High,Human Error,In Progress,2025-06-20,50,8,Yes,Escalated,Analytics Platform,Medium,P2
13230,544,1039,Security Incident,Medium,Cloud Region Failure,Resolved,2025-05-31,14,24,No,Normal,HRMS,High,P3
13231,501,1177,Application Outage,Critical,Expired Certificate,In Progress,2025-08-18,60,4,Yes,Escalated,Analytics Platform,High,P1
13232,508,1148,Server Performance Degradation,Medium,Database Lock/Deadlock,Escalated,2026-02-04,27,24,Yes,Normal,CRM,Medium,P3
13233,536,1162,Server Performance Degradation,High,Network Congestion,In Progress,2026-02-11,37,8,Yes,Escalated,HRMS,Medium,P2
13234,529,1008,Authentication Failure,Medium,Human Error,In Progress,2025-10-25,63,24,Yes,Normal,ERP,High,P3
13235,508,1011,Application Outage,Medium,Server Resource Exhaustion,In Progress,2025-08-14,65,24,Yes,Normal,HRMS,High,P3
13236,514,1028,Cloud Service Outage,High,Human Error,Escalated,2026-02-11,19,8,Yes,Escalated,Analytics Platform,High,P2
13237,501,1196,ETL/Data Pipeline Failure,High,Security Attack,In Progress,2025-06-24,68,8,Yes,Escalated,ERP,High,P2
13238,534,1125,Security Incident,High,Capacity Overload,In Progress,2025-11-24,46,8,Yes,Escalated,HRMS,High,P2
13239,548,1124,ETL/Data Pipeline Failure,Critical,Configuration Error,Escalated,2025-09-09,47,4,Yes,Escalated,Analytics Platform,High,P1
13240,526,1126,Backup Failure,Low,Code Defect,In Progress,2025-10-17,70,48,Yes,Normal,CRM,High,P4
13241,520,1056,Cloud Service Outage,High,Cloud Region Failure,Open,2026-02-21,4,8,No,Normal,Payment_Gateway,Medium,P2
13242,517,1123,API Failure,Medium,Security Attack,In Progress,2026-05-24,33,24,Yes,Normal,Analytics Platform,Medium,P3
13243,545,1085,API Failure,Medium,Network Congestion,In Progress,2026-04-08,40,24,Yes,Normal,ERP,High,P3
13244,545,1049,Production Deployment Failure,Medium,Cloud Region Failure,In Progress,2025-10-27,67,24,Yes,Normal,HRMS,Medium,P3
13245,533,1035,Production Deployment Failure,High,Failed Deployment,In Progress,2026-05-17,11,8,Yes,Escalated,Analytics Platform,Low,P2
13246,514,1141,Cloud Service Outage,Medium,Cloud Region Failure,In Progress,2025-10-13,53,24,Yes,Normal,HRMS,Low,P3
13247,503,1047,Authentication Failure,Medium,Capacity Overload,Open,2026-05-27,5,24,No,Normal,Payment_Gateway,Medium,P3
13248,534,1029,Production Deployment Failure,High,Human Error,In Progress,2026-04-03,54,8,Yes,Escalated,Payment_Gateway,Medium,P2
13249,528,1015,Third-Party Vendor Outage,Critical,Capacity Overload,Escalated,2025-12-23,36,4,Yes,Escalated,Analytics Platform,Low,P4
13250,503,1187,ETL/Data Pipeline Failure,Medium,Database Lock/Deadlock,In Progress,2026-01-23,57,24,Yes,Normal,CRM,High,P3
13251,527,1012,Authentication Failure,Low,Capacity Overload,In Progress,2025-08-21,65,48,Yes,Normal,HRMS,High,P4
13252,540,1198,Cloud Service Outage,High,Security Attack,Escalated,2025-11-05,55,8,Yes,Escalated,Analytics Platform,High,P2
13253,503,1185,Authentication Failure,High,Third-Party Service Failure,In Progress,2025-08-02,17,8,Yes,Escalated,CRM,Medium,P2
13254,540,1155,Application Outage,Critical,Capacity Overload,Escalated,2026-05-06,26,4,Yes,Escalated,ERP,High,P1
13255,501,1189,ETL/Data Pipeline Failure,Medium,Configuration Error,Open,2026-01-08,12,24,No,Normal,ERP,Medium,P3
13256,534,1099,Server Performance Degradation,Critical,Expired Certificate,In Progress,2026-05-22,55,4,Yes,Escalated,HRMS,High,P1
13257,527,1076,API Failure,Medium,Network Congestion,Escalated,2025-10-27,68,24,Yes,Normal,Payment_Gateway,Low,P3
13258,506,1043,Backup Failure,Low,Configuration Error,Resolved,2025-09-03,32,48,No,Normal,Payment_Gateway,Medium,P4
13259,530,1023,ETL/Data Pipeline Failure,Critical,Network Congestion,Escalated,2026-03-18,68,4,Yes,Escalated,Analytics Platform,Low,P4
13260,548,1007,Cloud Service Outage,High,Cloud Region Failure,In Progress,2026-01-22,51,8,Yes,Escalated,Analytics Platform,High,P2
13261,518,1200,Production Deployment Failure,Low,Failed Deployment,Open,2025-06-29,31,48,No,Normal,CRM,Low,P4
13262,515,1160,API Failure,Low,Human Error,Open,2026-01-26,5,48,No,Normal,HRMS,Medium,P4
13263,548,1134,Cloud Service Outage,Critical,Cloud Region Failure,In Progress,2025-06-13,10,4,Yes,Escalated,Analytics Platform,Low,P4
13264,518,1179,Application Outage,Medium,Third-Party Service Failure,In Progress,2025-07-11,60,24,Yes,Normal,CRM,High,P3
13265,535,1124,Third-Party Vendor Outage,Low,Expired Certificate,Resolved,2025-08-21,45,48,No,Normal,Payment_Gateway,High,P4
13266,521,1164,Production Deployment Failure,Critical,Cloud Region Failure,Escalated,2026-04-11,48,4,Yes,Escalated,Payment_Gateway,Medium,P4
13267,513,1097,Server Performance Degradation,High,Network Congestion,Open,2025-07-07,2,8,No,Normal,Analytics Platform,Low,P2
13268,512,1012,Network Connectivity Issue,Critical,Cloud Region Failure,In Progress,2025-06-25,18,4,Yes,Escalated,Payment_Gateway,Medium,P4
13269,515,1036,Security Incident,Low,Network Congestion,Resolved,2025-07-18,39,48,No,Normal,ERP,Low,P4
13270,509,1154,Database Failure,High,Capacity Overload,In Progress,2025-10-24,58,8,Yes,Escalated,ERP,High,P2
13271,509,1178,Server Performance Degradation,High,Server Resource Exhaustion,Escalated,2025-10-10,53,8,Yes,Escalated,Analytics Platform,Low,P2
13272,542,1011,Application Outage,Low,Code Defect,Escalated,2025-08-22,62,48,Yes,Normal,HRMS,High,P4
13273,538,1076,Database Failure,High,Network Congestion,Resolved,2026-01-09,1,8,No,Normal,HRMS,High,P2
13274,537,1122,API Failure,High,Database Lock/Deadlock,In Progress,2025-10-07,11,8,Yes,Escalated,Payment_Gateway,Medium,P2
13275,535,1046,Production Deployment Failure,High,Cloud Region Failure,In Progress,2025-06-10,63,8,Yes,Escalated,Analytics Platform,Low,P2
13276,515,1074,API Failure,High,Database Lock/Deadlock,Resolved,2025-07-20,2,8,No,Normal,ERP,Low,P2
13277,512,1042,Application Outage,High,Human Error,Escalated,2026-05-06,68,8,Yes,Escalated,CRM,High,P2
13278,538,1100,Cloud Service Outage,Low,Configuration Error,In Progress,2025-11-04,64,48,Yes,Normal,Payment_Gateway,Low,P4
13279,543,1072,Cloud Service Outage,Medium,Expired Certificate,In Progress,2026-05-22,41,24,Yes,Normal,Analytics Platform,Medium,P3
13280,537,1064,ETL/Data Pipeline Failure,Low,Security Attack,Escalated,2025-11-01,59,48,Yes,Normal,ERP,High,P4
13281,507,1193,Database Failure,Low,Failed Deployment,Open,2025-08-01,23,48,No,Normal,Analytics Platform,Medium,P4
13282,509,1134,Application Outage,Medium,Human Error,Escalated,2026-05-16,60,24,Yes,Normal,ERP,Low,P3
13283,510,1143,Production Deployment Failure,Medium,Cloud Region Failure,Escalated,2026-01-24,44,24,Yes,Normal,Analytics Platform,Low,P3
13284,504,1168,Network Connectivity Issue,Medium,Database Lock/Deadlock,Escalated,2025-10-31,59,24,Yes,Normal,ERP,High,P3
13285,547,1106,Backup Failure,Low,Server Resource Exhaustion,Resolved,2026-01-05,4,48,No,Normal,HRMS,High,P4
