task_id,project_id,employee_id,task_name,priority,status,estimated_hours,actual_hours,start_date,due_date,completion_date,delay_days,sla_breach,dependency_reason,task_complexity,risk_level,min_completion_time,max_completion_time,avg_completion_time
24782,547,1077,Task_24782,Medium,In Progress,10,6,2024-08-06,2024-09-02,2024-09-02,0,No,N/A,Medium,Low,5,16,10.5
24783,548,1175,Task_24783,High,Ready for Review,94,103,2025-10-12,2025-11-03,2025-11-03,0,No,N/A,Complex,Low,92,116,104.0
24784,530,1139,Task_24784,Low,Completed,64,63,2026-02-01,2026-03-31,2026-03-30,-1,No,N/A,Easy,Medium,61,83,72.0
24785,539,1133,Task_24785,Low,Delayed,93,124,2025-01-21,2025-02-17,2025-02-17,0,No,Dependency on External Team,Complex,High,88,135,111.5
24786,532,1186,Task_24786,Medium,Pending,26,49,2024-09-22,2024-11-05,2024-11-05,0,No,Infrastructure Issue,Easy,Medium,25,63,44.0
24787,520,1126,Task_24787,Low,Review Completed,65,105,2024-06-21,2024-07-06,2024-07-02,-4,No,N/A,Complex,Medium,64,111,87.5
24788,524,1108,Task_24788,Medium,Review Completed,17,40,2025-06-14,2025-08-18,2025-08-18,0,No,N/A,Complex,High,14,46,30.0
24789,505,1198,Task_24789,Low,In Progress,109,143,2024-11-29,2024-12-17,2024-12-17,0,No,N/A,Easy,Low,108,159,133.5
24790,539,1120,Task_24790,Critical,Pending,46,82,2026-01-18,2026-03-29,2026-03-29,0,No,Dependency on External Team,Medium,Low,43,90,66.5
24791,535,1002,Task_24791,Critical,Ready for Review,112,135,2025-08-12,2025-10-10,2025-10-10,0,No,N/A,Easy,High,108,153,130.5
24792,524,1002,Task_24792,Low,Pending,60,70,2024-10-30,2024-12-15,2024-12-15,0,No,Infrastructure Issue,Complex,Medium,56,79,67.5
24793,520,1167,Task_24793,High,In Progress,55,83,2025-02-11,2025-02-20,2025-02-20,0,No,N/A,Complex,Low,50,103,76.5
24794,518,1018,Task_24794,Critical,Pending,109,115,2025-07-26,2025-09-20,2025-09-20,0,No,Dependency on External Team,Medium,Low,107,134,120.5
24795,524,0,Task_24795,Medium,Not Started,20,59,2024-10-10,2024-10-21,2024-10-21,0,No,N/A,Complex,Medium,15,76,45.5
24796,535,1121,Task_24796,High,Completed,81,83,2025-04-23,2025-05-21,2025-05-26,5,No,N/A,Easy,Low,77,97,87.0
24797,515,1089,Task_24797,High,Review Completed,29,50,2025-05-23,2025-06-12,2025-06-08,-4,No,N/A,Complex,Medium,24,55,39.5
24798,523,1105,Task_24798,Low,Review Completed,61,56,2025-10-21,2025-10-27,2025-11-02,6,No,N/A,Medium,Low,57,64,60.5
24799,511,1153,Task_24799,Low,Completed,17,23,2025-06-14,2025-08-17,2025-08-15,-2,No,N/A,Medium,High,15,43,29.0
24800,544,1147,Task_24800,Medium,Completed,120,128,2024-08-11,2024-10-12,2024-10-05,-7,No,N/A,Medium,Low,117,135,126.0
24801,524,1015,Task_24801,Low,Pending,11,44,2025-04-23,2025-06-24,2025-06-24,0,No,Waiting for Client Input,Complex,Medium,7,57,32.0
24802,530,0,Task_24802,Medium,Not Started,95,104,2025-01-23,2025-02-15,2025-02-15,0,No,N/A,Easy,High,94,117,105.5
24803,538,1091,Task_24803,Medium,In Progress,118,132,2026-05-03,2026-07-23,2026-07-23,0,No,N/A,Complex,Medium,113,152,132.5
24804,547,1001,Task_24804,Low,Delayed,46,42,2025-10-17,2025-12-26,2025-12-26,0,No,Pending Approval,Medium,High,43,59,51.0
24805,509,1191,Task_24805,Low,Pending,16,42,2025-11-24,2026-01-31,2026-01-31,0,No,Waiting for Client Input,Easy,Medium,11,52,31.5
24806,517,1053,Task_24806,Critical,Ready for Review,108,146,2024-07-17,2024-09-27,2024-09-27,0,No,N/A,Medium,Low,104,155,129.5
24807,536,1191,Task_24807,Critical,Ready for Review,65,95,2026-02-09,2026-04-09,2026-04-09,0,No,N/A,Complex,High,64,103,83.5
24808,501,0,Task_24808,Medium,Not Started,37,46,2025-11-25,2025-12-07,2025-12-07,0,No,N/A,Complex,Medium,32,62,47.0
24809,525,1024,Task_24809,Low,Delayed,83,104,2025-11-16,2026-02-01,2026-02-01,0,No,Infrastructure Issue,Complex,Low,78,113,95.5
24810,502,0,Task_24810,Low,Not Started,111,125,2026-05-12,2026-06-25,2026-06-25,0,No,N/A,Easy,Medium,107,138,122.5
24811,518,1092,Task_24811,Low,In Progress,42,52,2025-08-01,2025-09-24,2025-09-24,0,No,N/A,Medium,High,41,66,53.5
24812,543,1013,Task_24812,Low,In Progress,105,131,2024-07-04,2024-08-21,2024-08-21,0,No,N/A,Medium,Low,100,140,120.0
24813,536,1143,Task_24813,Critical,Delayed,65,81,2026-03-08,2026-05-22,2026-05-22,0,No,Infrastructure Issue,Medium,Medium,63,90,76.5
24814,528,1105,Task_24814,Critical,Completed,32,62,2025-10-20,2026-01-17,2026-01-11,-6,No,N/A,Easy,Medium,31,75,53.0
24815,535,1155,Task_24815,Medium,In Progress,89,109,2026-01-05,2026-04-04,2026-04-04,0,No,N/A,Easy,Low,87,119,103.0
24816,516,1056,Task_24816,High,Ready for Review,23,25,2025-01-25,2025-04-22,2025-04-22,0,No,N/A,Medium,Medium,19,43,31.0
24817,550,1183,Task_24817,Medium,Review Completed,16,31,2026-03-12,2026-05-01,2026-05-03,2,No,N/A,Medium,Low,11,36,23.5
24818,518,0,Task_24818,High,Not Started,77,73,2024-09-12,2024-09-21,2024-09-21,0,No,N/A,Medium,Medium,73,84,78.5
24819,534,1097,Task_24819,High,Completed,95,101,2025-10-02,2025-12-11,2025-12-12,1,No,N/A,Medium,Medium,90,108,99.0
24820,513,1118,Task_24820,Medium,Delayed,22,51,2026-05-26,2026-07-21,2026-07-21,0,No,Infrastructure Issue,Complex,Medium,18,63,40.5
24821,523,1036,Task_24821,Critical,In Progress,114,111,2026-04-12,2026-05-21,2026-05-21,0,No,N/A,Easy,High,110,129,119.5
24822,532,1159,Task_24822,Critical,Review Completed,119,148,2024-06-29,2024-07-28,2024-07-25,-3,No,N/A,Medium,Medium,116,161,138.5
24823,539,1157,Task_24823,High,In Progress,105,141,2026-04-23,2026-05-23,2026-05-23,0,No,N/A,Medium,High,104,158,131.0
24824,549,1153,Task_24824,Critical,Review Completed,30,29,2025-06-20,2025-08-26,2025-08-20,-6,No,N/A,Medium,Low,27,46,36.5
24825,517,1165,Task_24825,Critical,In Progress,38,78,2025-05-17,2025-07-12,2025-07-12,0,No,N/A,Easy,Medium,36,93,64.5
24826,512,1090,Task_24826,High,Delayed,97,109,2026-03-11,2026-04-14,2026-04-14,0,No,Pending Approval,Easy,High,92,114,103.0
24827,527,1094,Task_24827,Low,Delayed,24,23,2025-05-03,2025-06-01,2025-06-01,0,No,Waiting for Client Input,Medium,Medium,22,38,30.0
24828,520,1166,Task_24828,Critical,Pending,118,123,2025-02-28,2025-03-12,2025-03-12,0,No,Waiting for Client Input,Complex,Medium,116,130,123.0
24829,529,1108,Task_24829,Medium,Pending,35,52,2025-12-23,2026-01-02,2026-01-02,0,No,Infrastructure Issue,Complex,Low,30,71,50.5
24830,533,1128,Task_24830,Medium,In Progress,114,148,2025-01-24,2025-03-26,2025-03-26,0,No,N/A,Easy,High,112,167,139.5
24831,546,1063,Task_24831,Critical,Pending,28,27,2024-07-27,2024-10-18,2024-10-18,0,No,Infrastructure Issue,Easy,High,24,45,34.5
24832,532,1024,Task_24832,Low,Ready for Review,43,78,2025-01-31,2025-02-21,2025-02-21,0,No,N/A,Easy,Medium,41,89,65.0
24833,514,1112,Task_24833,Medium,Ready for Review,30,54,2026-01-10,2026-02-08,2026-02-08,0,No,N/A,Medium,High,28,72,50.0
24834,523,1025,Task_24834,Critical,Completed,79,97,2024-08-24,2024-10-06,2024-10-04,-2,No,N/A,Complex,High,78,116,97.0
24835,507,1159,Task_24835,Low,Ready for Review,115,151,2025-11-10,2025-11-25,2025-11-25,0,No,N/A,Medium,High,111,161,136.0
24836,513,1165,Task_24836,Low,Review Completed,49,87,2024-08-04,2024-10-24,2024-10-29,5,No,N/A,Medium,Low,46,93,69.5
24837,512,0,Task_24837,High,Not Started,52,69,2025-09-25,2025-10-12,2025-10-12,0,No,N/A,Complex,High,50,75,62.5
24838,528,1095,Task_24838,Critical,Delayed,49,85,2024-09-15,2024-09-26,2024-09-26,0,No,Waiting for Client Input,Complex,Low,46,91,68.5
24839,511,1009,Task_24839,Medium,In Progress,28,43,2024-10-07,2024-10-30,2024-10-30,0,No,N/A,Complex,Low,25,54,39.5
24840,502,1043,Task_24840,Medium,Review Completed,70,75,2024-12-17,2025-01-25,2025-01-18,-7,No,N/A,Easy,High,65,92,78.5
24841,511,0,Task_24841,High,Not Started,36,66,2026-01-13,2026-04-05,2026-04-05,0,No,N/A,Easy,Low,33,74,53.5
24842,537,0,Task_24842,Critical,Not Started,23,41,2024-09-10,2024-11-24,2024-11-24,0,No,N/A,Easy,High,22,56,39.0
24843,542,1018,Task_24843,High,Pending,54,86,2024-12-11,2025-01-14,2025-01-14,0,No,Dependency on External Team,Easy,High,50,103,76.5
24844,528,1091,Task_24844,Low,Completed,114,153,2025-04-05,2025-04-25,2025-05-02,7,No,N/A,Complex,High,113,171,142.0
24845,516,1049,Task_24845,Low,Review Completed,15,39,2024-08-25,2024-09-18,2024-09-09,-9,No,N/A,Complex,Medium,11,59,35.0
24846,519,1091,Task_24846,High,Completed,18,22,2025-08-23,2025-09-19,2025-09-15,-4,No,N/A,Medium,High,17,33,25.0
24847,529,0,Task_24847,High,Not Started,58,65,2025-06-30,2025-08-07,2025-08-07,0,No,N/A,Complex,Medium,55,81,68.0
24848,505,1001,Task_24848,High,In Progress,22,29,2024-10-15,2024-10-24,2024-10-24,0,No,N/A,Medium,Low,19,38,28.5
24849,526,1176,Task_24849,Medium,Review Completed,46,68,2025-01-05,2025-03-22,2025-03-30,8,Yes,N/A,Complex,Low,44,85,64.5
24850,541,1017,Task_24850,High,Pending,50,66,2025-10-19,2025-12-14,2025-12-14,0,No,Dependency on External Team,Complex,Medium,46,73,59.5
24851,534,1081,Task_24851,Critical,Ready for Review,43,59,2026-05-12,2026-08-01,2026-08-01,0,No,N/A,Complex,Low,38,71,54.5
24852,541,1156,Task_24852,High,Completed,93,91,2026-05-04,2026-07-14,2026-07-24,10,Yes,N/A,Easy,Low,89,105,97.0
24853,525,1063,Task_24853,Critical,Delayed,99,123,2026-05-05,2026-05-25,2026-05-25,0,No,Vendor Delay,Easy,Medium,97,129,113.0
24854,521,1028,Task_24854,Critical,Pending,27,37,2024-07-17,2024-09-14,2024-09-14,0,No,Infrastructure Issue,Easy,High,24,49,36.5
24855,536,1073,Task_24855,High,Delayed,116,130,2024-07-03,2024-07-14,2024-07-14,0,No,Vendor Delay,Easy,Low,114,141,127.5
24856,515,1173,Task_24856,High,In Progress,105,109,2025-03-04,2025-04-10,2025-04-10,0,No,N/A,Medium,High,103,129,116.0
24857,541,1024,Task_24857,Medium,Review Completed,28,46,2025-02-10,2025-04-16,2025-04-25,9,Yes,N/A,Medium,Low,25,57,41.0
24858,536,1003,Task_24858,Low,Review Completed,61,79,2024-12-31,2025-02-07,2025-02-06,-1,No,N/A,Medium,Low,58,90,74.0
24859,505,1037,Task_24859,Critical,Pending,118,133,2025-06-20,2025-08-14,2025-08-14,0,No,Infrastructure Issue,Medium,Low,113,152,132.5
24860,510,0,Task_24860,High,Not Started,23,24,2025-08-24,2025-09-23,2025-09-23,0,No,N/A,Complex,High,18,31,24.5
24861,514,1113,Task_24861,High,Completed,22,39,2026-01-30,2026-04-27,2026-04-18,-9,No,N/A,Medium,Low,21,45,33.0
24862,529,1096,Task_24862,Medium,Ready for Review,119,123,2025-05-15,2025-06-29,2025-06-29,0,No,N/A,Medium,Low,118,139,128.5
24863,540,1091,Task_24863,High,In Progress,73,76,2026-03-08,2026-06-01,2026-06-01,0,No,N/A,Complex,Low,69,81,75.0
24864,504,0,Task_24864,Critical,Not Started,21,45,2024-11-10,2024-12-31,2024-12-31,0,No,N/A,Easy,Medium,19,53,36.0
24865,550,0,Task_24865,Low,Not Started,100,118,2024-06-17,2024-08-05,2024-08-05,0,No,N/A,Easy,Low,99,136,117.5
24866,541,1046,Task_24866,Medium,Ready for Review,26,54,2024-12-28,2025-01-18,2025-01-18,0,No,N/A,Complex,High,23,72,47.5
24867,546,0,Task_24867,Medium,Not Started,104,143,2024-08-06,2024-08-17,2024-08-17,0,No,N/A,Easy,Medium,100,163,131.5
24868,525,1109,Task_24868,Medium,Completed,33,60,2024-10-25,2024-12-26,2024-12-18,-8,No,N/A,Complex,High,29,66,47.5
24869,516,1187,Task_24869,Medium,Delayed,91,128,2025-12-23,2026-03-11,2026-03-11,0,No,Infrastructure Issue,Complex,Medium,86,135,110.5
24870,522,1133,Task_24870,Critical,Ready for Review,70,97,2026-03-30,2026-04-18,2026-04-18,0,No,N/A,Medium,Medium,67,116,91.5
24871,513,1168,Task_24871,Critical,In Progress,113,145,2026-01-02,2026-03-23,2026-03-23,0,No,N/A,Easy,Low,111,162,136.5
24872,530,1200,Task_24872,Medium,Review Completed,85,82,2025-11-20,2025-12-07,2025-12-14,7,No,N/A,Medium,Medium,80,92,86.0
24873,538,1054,Task_24873,Low,Review Completed,39,71,2025-04-20,2025-05-15,2025-05-17,2,No,N/A,Easy,Low,36,87,61.5
24874,543,1119,Task_24874,High,Review Completed,87,124,2025-07-21,2025-08-27,2025-09-02,6,No,N/A,Easy,Low,84,132,108.0
24875,524,1161,Task_24875,Low,Ready for Review,26,33,2024-07-23,2024-08-21,2024-08-21,0,No,N/A,Easy,High,25,39,32.0
24876,539,1032,Task_24876,Critical,Review Completed,15,36,2025-10-05,2025-11-21,2025-11-26,5,No,N/A,Easy,Low,13,48,30.5
24877,522,1088,Task_24877,Critical,Review Completed,14,19,2025-04-10,2025-06-22,2025-06-19,-3,No,N/A,Complex,Low,9,31,20.0
24878,506,1082,Task_24878,Critical,Completed,77,88,2025-01-19,2025-04-16,2025-04-09,-7,No,N/A,Medium,High,74,93,83.5
24879,550,1064,Task_24879,Critical,Pending,78,84,2024-10-20,2025-01-13,2025-01-13,0,No,Infrastructure Issue,Easy,High,73,92,82.5
24880,525,1108,Task_24880,Medium,Pending,62,67,2025-07-31,2025-09-17,2025-09-17,0,No,Awaiting Manager Decision,Medium,High,57,79,68.0
24881,542,1033,Task_24881,Low,Completed,119,130,2024-10-16,2024-11-04,2024-11-02,-2,No,N/A,Easy,Low,114,142,128.0
24882,511,0,Task_24882,Low,Not Started,107,146,2025-02-17,2025-05-08,2025-05-08,0,No,N/A,Medium,High,104,158,131.0
24883,524,1072,Task_24883,Critical,Review Completed,50,59,2024-11-07,2025-01-26,2025-01-31,5,No,N/A,Easy,Medium,48,73,60.5
24884,531,1149,Task_24884,Critical,Completed,18,37,2025-05-13,2025-07-18,2025-07-18,0,No,N/A,Medium,Medium,16,50,33.0
24885,519,1154,Task_24885,Medium,Pending,51,83,2025-10-24,2026-01-13,2026-01-13,0,No,Pending Approval,Medium,High,48,93,70.5
24886,550,1148,Task_24886,Medium,Ready for Review,95,105,2026-04-30,2026-05-18,2026-05-18,0,No,N/A,Complex,High,92,112,102.0
24887,509,1108,Task_24887,Medium,Completed,83,85,2024-09-03,2024-10-26,2024-10-29,3,No,N/A,Complex,High,82,92,87.0
24888,514,1035,Task_24888,Medium,Review Completed,25,56,2025-03-03,2025-04-27,2025-04-17,-10,No,N/A,Complex,High,24,63,43.5
24889,503,1080,Task_24889,Low,Review Completed,25,24,2025-11-20,2025-12-28,2025-12-18,-10,No,N/A,Easy,Low,20,35,27.5
24890,526,1001,Task_24890,Critical,Review Completed,112,132,2024-12-20,2025-03-18,2025-03-08,-10,No,N/A,Medium,High,110,142,126.0
24891,520,0,Task_24891,Low,Not Started,79,113,2026-03-01,2026-05-24,2026-05-24,0,No,N/A,Complex,Low,74,128,101.0
24892,515,0,Task_24892,Medium,Not Started,71,93,2025-07-03,2025-09-07,2025-09-07,0,No,N/A,Easy,Low,67,112,89.5
24893,501,1088,Task_24893,Low,Review Completed,112,120,2024-06-12,2024-08-26,2024-08-27,1,No,N/A,Complex,High,110,132,121.0
24894,501,1093,Task_24894,Low,Review Completed,65,82,2025-08-28,2025-09-29,2025-10-03,4,No,N/A,Complex,High,62,101,81.5
24895,508,1082,Task_24895,Low,Ready for Review,109,143,2026-02-05,2026-04-06,2026-04-06,0,No,N/A,Easy,Medium,108,155,131.5
24896,539,1089,Task_24896,High,In Progress,15,21,2026-02-01,2026-03-26,2026-03-26,0,No,N/A,Complex,High,12,32,22.0
24897,505,1144,Task_24897,Low,Pending,99,129,2024-11-21,2025-01-10,2025-01-10,0,No,Vendor Delay,Medium,High,95,136,115.5
24898,534,1161,Task_24898,High,Completed,85,101,2024-12-19,2025-01-21,2025-01-13,-8,No,N/A,Complex,High,80,117,98.5
24899,544,1169,Task_24899,Critical,Pending,94,106,2025-02-18,2025-04-28,2025-04-28,0,No,Pending Approval,Easy,Medium,89,120,104.5
24900,543,1092,Task_24900,High,Pending,43,78,2024-12-05,2025-02-27,2025-02-27,0,No,Dependency on External Team,Complex,Low,40,98,69.0
24901,522,1120,Task_24901,Low,Pending,97,121,2025-05-19,2025-06-25,2025-06-25,0,No,Vendor Delay,Complex,High,96,137,116.5
24902,505,0,Task_24902,Low,Not Started,108,141,2024-07-19,2024-10-07,2024-10-07,0,No,N/A,Medium,Low,103,150,126.5
24903,501,1142,Task_24903,Low,Delayed,63,65,2025-10-10,2025-11-19,2025-11-19,0,No,Vendor Delay,Easy,High,58,70,64.0
24904,513,1083,Task_24904,Medium,Pending,11,19,2025-04-06,2025-05-18,2025-05-18,0,No,Vendor Delay,Medium,Low,10,38,24.0
24905,543,1172,Task_24905,Medium,Delayed,25,30,2026-01-01,2026-02-05,2026-02-05,0,No,Infrastructure Issue,Medium,High,23,46,34.5
24906,544,1080,Task_24906,High,In Progress,95,112,2025-04-15,2025-07-09,2025-07-09,0,No,N/A,Medium,Medium,92,129,110.5
24907,532,1172,Task_24907,Low,Completed,93,106,2025-03-11,2025-06-01,2025-05-27,-5,No,N/A,Easy,High,91,117,104.0
24908,546,1018,Task_24908,High,Pending,55,57,2025-10-12,2025-10-19,2025-10-19,0,No,Pending Approval,Complex,Low,51,68,59.5
24909,513,0,Task_24909,Low,Not Started,69,79,2025-06-23,2025-07-29,2025-07-29,0,No,N/A,Medium,High,67,90,78.5
24910,540,1110,Task_24910,Critical,Ready for Review,86,114,2025-03-15,2025-06-02,2025-06-02,0,No,N/A,Easy,High,84,130,107.0
24911,523,0,Task_24911,Low,Not Started,49,67,2025-05-13,2025-08-09,2025-08-09,0,No,N/A,Easy,Medium,44,80,62.0
24912,546,1112,Task_24912,Critical,In Progress,53,66,2025-09-15,2025-12-09,2025-12-09,0,No,N/A,Medium,Medium,49,80,64.5
24913,525,1030,Task_24913,Medium,Delayed,108,137,2026-04-19,2026-05-14,2026-05-14,0,No,Waiting for Client Input,Medium,Low,105,150,127.5
24914,524,0,Task_24914,Low,Not Started,77,107,2025-08-30,2025-11-23,2025-11-23,0,No,N/A,Complex,Low,76,115,95.5
24915,534,1049,Task_24915,Low,Pending,62,71,2025-08-27,2025-09-02,2025-09-02,0,No,Waiting for Client Input,Complex,Low,58,86,72.0
24916,541,1127,Task_24916,High,Ready for Review,80,97,2024-10-16,2024-11-21,2024-11-21,0,No,N/A,Complex,Low,76,107,91.5
24917,505,1090,Task_24917,Low,Delayed,25,26,2025-04-25,2025-07-02,2025-07-02,0,No,Vendor Delay,Easy,Low,24,32,28.0
24918,508,1163,Task_24918,Low,Review Completed,62,71,2025-08-25,2025-10-03,2025-09-23,-10,No,N/A,Medium,Medium,58,88,73.0
24919,550,1030,Task_24919,Low,Completed,102,132,2026-01-14,2026-02-10,2026-02-03,-7,No,N/A,Medium,High,99,147,123.0
24920,514,1130,Task_24920,Critical,Pending,89,107,2024-10-15,2024-11-24,2024-11-24,0,No,Dependency on External Team,Easy,Low,86,114,100.0
24921,512,1197,Task_24921,High,In Progress,43,69,2024-06-18,2024-08-10,2024-08-10,0,No,N/A,Medium,High,40,82,61.0
24922,530,0,Task_24922,Critical,Not Started,97,127,2025-09-20,2025-12-11,2025-12-11,0,No,N/A,Medium,Low,93,138,115.5
24923,529,1135,Task_24923,Low,In Progress,54,57,2025-03-06,2025-04-07,2025-04-07,0,No,N/A,Complex,High,49,62,55.5
24924,527,1086,Task_24924,Low,Review Completed,100,101,2024-07-25,2024-08-07,2024-08-08,1,No,N/A,Easy,Low,97,120,108.5
24925,526,1021,Task_24925,Medium,Ready for Review,100,120,2024-08-31,2024-09-21,2024-09-21,0,No,N/A,Complex,High,97,135,116.0
24926,540,1114,Task_24926,Critical,Pending,46,62,2024-09-14,2024-11-06,2024-11-06,0,No,Awaiting Manager Decision,Medium,Medium,42,67,54.5
24927,510,1055,Task_24927,High,In Progress,19,20,2025-01-13,2025-03-02,2025-03-02,0,No,N/A,Medium,High,15,27,21.0
24928,513,0,Task_24928,Medium,Not Started,115,123,2026-02-15,2026-02-25,2026-02-25,0,No,N/A,Easy,Low,110,134,122.0
24929,509,1148,Task_24929,Critical,Ready for Review,74,100,2025-07-13,2025-07-29,2025-07-29,0,No,N/A,Easy,Low,71,117,94.0
24930,507,1166,Task_24930,High,Completed,59,55,2025-11-06,2026-01-20,2026-01-28,8,Yes,N/A,Medium,Low,55,61,58.0
24931,512,1159,Task_24931,Low,Completed,87,102,2025-09-04,2025-11-08,2025-11-06,-2,No,N/A,Easy,High,83,108,95.5
24932,520,1021,Task_24932,Critical,Ready for Review,61,72,2024-10-25,2024-11-15,2024-11-15,0,No,N/A,Easy,Low,58,77,67.5
24933,536,1090,Task_24933,Low,Completed,108,105,2025-08-04,2025-08-18,2025-08-08,-10,No,N/A,Medium,Low,107,110,108.5
24934,520,0,Task_24934,Low,Not Started,104,134,2025-12-25,2026-03-25,2026-03-25,0,No,N/A,Easy,Low,102,147,124.5
24935,533,1037,Task_24935,Medium,Delayed,29,60,2025-01-17,2025-02-11,2025-02-11,0,No,Awaiting Manager Decision,Complex,Medium,28,78,53.0
24936,547,1125,Task_24936,High,Pending,54,92,2024-06-11,2024-08-15,2024-08-15,0,No,Infrastructure Issue,Easy,High,53,102,77.5
24937,515,1046,Task_24937,High,Completed,14,22,2025-05-11,2025-06-02,2025-06-01,-1,No,N/A,Easy,Low,10,39,24.5
24938,516,1054,Task_24938,Medium,Review Completed,82,91,2024-06-09,2024-06-27,2024-06-22,-5,No,N/A,Easy,Medium,81,111,96.0
24939,548,1120,Task_24939,Critical,Completed,117,146,2025-08-15,2025-08-27,2025-09-06,10,Yes,N/A,Easy,Medium,114,153,133.5
24940,526,1184,Task_24940,Critical,Pending,116,156,2025-04-24,2025-04-29,2025-04-29,0,No,Dependency on External Team,Medium,High,115,172,143.5
24941,545,0,Task_24941,High,Not Started,20,24,2025-10-06,2025-12-26,2025-12-26,0,No,N/A,Medium,High,18,33,25.5
24942,511,1125,Task_24942,Medium,Delayed,82,81,2026-03-25,2026-05-30,2026-05-30,0,No,Waiting for Client Input,Complex,High,80,97,88.5
24943,546,0,Task_24943,Critical,Not Started,50,89,2024-06-14,2024-06-29,2024-06-29,0,No,N/A,Medium,High,46,109,77.5
24944,547,1137,Task_24944,Medium,Completed,27,41,2024-06-07,2024-08-26,2024-09-01,6,No,N/A,Easy,Medium,24,46,35.0
24945,520,0,Task_24945,Critical,Not Started,44,68,2025-01-24,2025-02-10,2025-02-10,0,No,N/A,Complex,Medium,42,76,59.0
24946,533,1041,Task_24946,Medium,Ready for Review,60,96,2025-11-14,2026-02-11,2026-02-11,0,No,N/A,Medium,Low,56,111,83.5
24947,546,1162,Task_24947,High,Ready for Review,31,40,2025-11-21,2025-12-12,2025-12-12,0,No,N/A,Medium,High,26,47,36.5
24948,512,1196,Task_24948,Critical,Completed,27,33,2026-04-07,2026-06-02,2026-05-30,-3,No,N/A,Complex,High,24,40,32.0
24949,517,1141,Task_24949,High,Review Completed,99,127,2024-09-02,2024-10-28,2024-10-19,-9,No,N/A,Medium,Medium,94,142,118.0
24950,524,1120,Task_24950,Medium,Delayed,57,73,2025-08-20,2025-09-20,2025-09-20,0,No,Waiting for Client Input,Medium,Medium,53,88,70.5
24951,536,1085,Task_24951,High,Pending,11,45,2024-07-09,2024-07-23,2024-07-23,0,No,Awaiting Manager Decision,Complex,Low,10,53,31.5
24952,517,1031,Task_24952,Low,Pending,45,84,2024-11-06,2024-12-28,2024-12-28,0,No,Waiting for Client Input,Complex,Medium,44,97,70.5
24953,549,1064,Task_24953,High,Delayed,54,80,2025-05-28,2025-06-30,2025-06-30,0,No,Awaiting Manager Decision,Medium,Low,52,100,76.0
24954,536,1037,Task_24954,High,Review Completed,45,64,2025-10-11,2025-12-23,2026-01-01,9,Yes,N/A,Medium,High,44,79,61.5
24955,512,1033,Task_24955,High,Delayed,83,88,2025-08-06,2025-09-26,2025-09-26,0,No,Waiting for Client Input,Easy,Medium,82,103,92.5
24956,504,1119,Task_24956,High,Review Completed,23,46,2025-10-15,2025-12-10,2025-12-18,8,Yes,N/A,Complex,Low,21,53,37.0
24957,536,1181,Task_24957,Medium,Ready for Review,97,131,2026-04-29,2026-07-14,2026-07-14,0,No,N/A,Complex,High,94,141,117.5
24958,537,1066,Task_24958,High,Completed,83,102,2026-01-15,2026-03-06,2026-03-11,5,No,N/A,Medium,Low,80,120,100.0
24959,541,1068,Task_24959,Low,Review Completed,27,67,2026-01-01,2026-03-26,2026-03-21,-5,No,N/A,Easy,Low,25,73,49.0
24960,548,1063,Task_24960,Low,In Progress,73,83,2025-11-13,2026-01-12,2026-01-12,0,No,N/A,Medium,High,69,100,84.5
24961,548,1072,Task_24961,Low,Delayed,84,82,2025-04-16,2025-06-09,2025-06-09,0,No,Awaiting Manager Decision,Medium,Low,83,95,89.0
24962,527,0,Task_24962,Low,Not Started,64,73,2026-02-10,2026-03-18,2026-03-18,0,No,N/A,Complex,High,63,79,71.0
24963,513,1062,Task_24963,High,Pending,96,106,2025-12-20,2026-03-04,2026-03-04,0,No,Waiting for Client Input,Complex,High,91,112,101.5
24964,523,1034,Task_24964,High,Delayed,59,95,2025-01-12,2025-03-26,2025-03-26,0,No,Waiting for Client Input,Easy,High,57,103,80.0
24965,541,1107,Task_24965,High,In Progress,95,102,2025-02-27,2025-03-29,2025-03-29,0,No,N/A,Complex,Medium,92,122,107.0
24966,520,1041,Task_24966,Critical,Review Completed,17,53,2025-09-01,2025-09-16,2025-09-19,3,No,N/A,Medium,Low,13,68,40.5
24967,527,1125,Task_24967,Medium,In Progress,16,52,2024-06-21,2024-08-21,2024-08-21,0,No,N/A,Medium,Medium,13,72,42.5
24968,519,1012,Task_24968,High,Delayed,89,119,2026-01-14,2026-03-19,2026-03-19,0,No,Infrastructure Issue,Easy,Medium,87,135,111.0
24969,530,1142,Task_24969,High,Ready for Review,77,73,2025-09-27,2025-10-20,2025-10-20,0,No,N/A,Medium,Low,76,91,83.5
24970,530,0,Task_24970,High,Not Started,95,123,2026-03-28,2026-04-08,2026-04-08,0,No,N/A,Medium,Medium,90,137,113.5
24971,510,0,Task_24971,High,Not Started,34,42,2025-07-23,2025-08-04,2025-08-04,0,No,N/A,Medium,Medium,29,47,38.0
24972,516,0,Task_24972,Low,Not Started,110,141,2026-05-19,2026-07-13,2026-07-13,0,No,N/A,Complex,Medium,105,154,129.5
24973,547,1099,Task_24973,Medium,In Progress,43,68,2025-05-24,2025-07-21,2025-07-21,0,No,N/A,Complex,High,39,77,58.0
24974,516,1116,Task_24974,Critical,Review Completed,32,30,2026-02-12,2026-04-03,2026-04-09,6,No,N/A,Easy,High,31,45,38.0
